prompt_id,category,stress_type,prompt,negative_prompt,seed,split
main_text_heavy_027,text-heavy,packaging_microtype,"tight shelf-level crop of a museum exhibit placard at a trade show booth, the primary readable text says ""Seat Row C Batch 17"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210027,main
main_text_heavy_028,text-heavy,menu_tabular_text,"slightly angled close-up of a conference schedule screen beside a sunlit storefront window, the primary readable text says ""Track 4 Tickets Here"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210028,main
main_text_heavy_029,text-heavy,screen_text_glare,"overhead flat-lay framing of a bookstore display sign inside a quiet hotel lobby, the primary readable text says ""Track 4 Final Call"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210029,main
main_text_heavy_030,text-heavy,condensed_lettering,"eye-level product shot of a hardware aisle instruction label in a fluorescent station concourse, the primary readable text says ""Repair Desk Open Daily"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210030,main
main_text_heavy_031,text-heavy,dense_multiline_copy,"front-facing documentary crop of a hotel wayfinding directory mounted on brushed steel, the primary readable text says ""Repair Desk Fragile Glass"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210031,main
main_text_heavy_032,text-heavy,stacked_wayfinding,"clean kiosk photo of a corner cafe menu board on a warehouse shelf, the primary readable text says ""Repair Desk Lot 24A"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210032,main
main_text_heavy_033,text-heavy,packaging_microtype,"centered poster composition of a shipping carton label on a matte paper poster, the primary readable text says ""Studio Nine No Flash"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210033,main
main_text_heavy_034,text-heavy,menu_tabular_text,"rectified signage capture of a pharmacy shelf label strip under warm cafe lighting, the primary readable text says ""Studio Nine Reserved Seating"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210034,main
main_text_heavy_035,text-heavy,screen_text_glare,"tight shelf-level crop of a tea package front panel at a trade show booth, the primary readable text says ""Section F Handle With Care"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210035,main
main_text_heavy_036,text-heavy,condensed_lettering,"slightly angled close-up of a bakery price card wall beside a sunlit storefront window, the primary readable text says ""Section F East Entrance"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210036,main
main_text_heavy_037,text-heavy,dense_multiline_copy,"overhead flat-lay framing of a transit departure board inside a quiet hotel lobby, the primary readable text says ""Harbor Line 06:45"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210037,main
main_text_heavy_038,text-heavy,stacked_wayfinding,"eye-level product shot of a stadium entrance banner in a fluorescent station concourse, the primary readable text says ""Harbor Line Counter Service"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210038,main
main_text_heavy_039,text-heavy,packaging_microtype,"front-facing documentary crop of a museum exhibit placard mounted on brushed steel, the primary readable text says ""Harbor Line Batch 17"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210039,main
main_text_heavy_040,text-heavy,menu_tabular_text,"clean kiosk photo of a conference schedule screen on a warehouse shelf, the primary readable text says ""Clinic Window Tickets Here"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210040,main
main_text_heavy_041,text-heavy,screen_text_glare,"centered poster composition of a bookstore display sign on a matte paper poster, the primary readable text says ""Clinic Window Final Call"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210041,main
main_text_heavy_042,text-heavy,condensed_lettering,"rectified signage capture of a hardware aisle instruction label under warm cafe lighting, the primary readable text says ""Parcel Bay Open Daily"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210042,main
main_text_heavy_043,text-heavy,dense_multiline_copy,"tight shelf-level crop of a hotel wayfinding directory at a trade show booth, the primary readable text says ""Parcel Bay Fragile Glass"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210043,main
main_text_heavy_044,text-heavy,stacked_wayfinding,"slightly angled close-up of a corner cafe menu board beside a sunlit storefront window, the primary readable text says ""Parcel Bay Lot 24A"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210044,main
main_text_heavy_045,text-heavy,packaging_microtype,"overhead flat-lay framing of a shipping carton label inside a quiet hotel lobby, the primary readable text says ""Quiet Study No Flash"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210045,main
main_text_heavy_046,text-heavy,menu_tabular_text,"eye-level product shot of a pharmacy shelf label strip in a fluorescent station concourse, the primary readable text says ""Quiet Study Reserved Seating"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210046,main
main_text_heavy_047,text-heavy,screen_text_glare,"front-facing documentary crop of a tea package front panel mounted on brushed steel, the primary readable text says ""North Pier Handle With Care"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210047,main
main_text_heavy_048,text-heavy,condensed_lettering,"clean kiosk photo of a bakery price card wall on a warehouse shelf, the primary readable text says ""North Pier East Entrance"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210048,main
main_text_heavy_049,text-heavy,dense_multiline_copy,"centered poster composition of a transit departure board on a matte paper poster, the primary readable text says ""Gate B12 06:45"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210049,main
main_text_heavy_050,text-heavy,stacked_wayfinding,"rectified signage capture of a stadium entrance banner under warm cafe lighting, the primary readable text says ""Gate B12 Counter Service"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210050,main
main_text_heavy_051,text-heavy,packaging_microtype,"tight shelf-level crop of a museum exhibit placard at a trade show booth, the primary readable text says ""Gate B12 Batch 17"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210051,main
main_text_heavy_052,text-heavy,menu_tabular_text,"slightly angled close-up of a conference schedule screen beside a sunlit storefront window, the primary readable text says ""Fresh Soba Tickets Here"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210052,main
main_text_heavy_053,text-heavy,screen_text_glare,"overhead flat-lay framing of a bookstore display sign inside a quiet hotel lobby, the primary readable text says ""Fresh Soba Final Call"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210053,main
main_text_heavy_054,text-heavy,condensed_lettering,"eye-level product shot of a hardware aisle instruction label in a fluorescent station concourse, the primary readable text says ""Exhibit Hall Open Daily"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210054,main
main_text_heavy_055,text-heavy,dense_multiline_copy,"front-facing documentary crop of a hotel wayfinding directory mounted on brushed steel, the primary readable text says ""Exhibit Hall Fragile Glass"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210055,main
main_text_heavy_056,text-heavy,stacked_wayfinding,"clean kiosk photo of a corner cafe menu board on a warehouse shelf, the primary readable text says ""Exhibit Hall Lot 24A"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210056,main
main_text_heavy_057,text-heavy,packaging_microtype,"centered poster composition of a shipping carton label on a matte paper poster, the primary readable text says ""Seat Row C No Flash"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210057,main
main_text_heavy_058,text-heavy,menu_tabular_text,"rectified signage capture of a pharmacy shelf label strip under warm cafe lighting, the primary readable text says ""Seat Row C Reserved Seating"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210058,main
main_text_heavy_059,text-heavy,screen_text_glare,"tight shelf-level crop of a tea package front panel at a trade show booth, the primary readable text says ""Track 4 Handle With Care"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210059,main
main_text_heavy_060,text-heavy,condensed_lettering,"slightly angled close-up of a bakery price card wall beside a sunlit storefront window, the primary readable text says ""Track 4 East Entrance"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210060,main
main_text_heavy_061,text-heavy,dense_multiline_copy,"overhead flat-lay framing of a transit departure board inside a quiet hotel lobby, the primary readable text says ""Repair Desk 06:45"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210061,main
main_text_heavy_062,text-heavy,stacked_wayfinding,"eye-level product shot of a stadium entrance banner in a fluorescent station concourse, the primary readable text says ""Repair Desk Counter Service"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210062,main
main_text_heavy_063,text-heavy,packaging_microtype,"front-facing documentary crop of a museum exhibit placard mounted on brushed steel, the primary readable text says ""Repair Desk Batch 17"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210063,main
main_text_heavy_064,text-heavy,menu_tabular_text,"clean kiosk photo of a conference schedule screen on a warehouse shelf, the primary readable text says ""Studio Nine Tickets Here"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210064,main
main_text_heavy_065,text-heavy,screen_text_glare,"centered poster composition of a bookstore display sign on a matte paper poster, the primary readable text says ""Studio Nine Final Call"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210065,main
main_text_heavy_066,text-heavy,condensed_lettering,"rectified signage capture of a hardware aisle instruction label under warm cafe lighting, the primary readable text says ""Section F Open Daily"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210066,main
main_text_heavy_067,text-heavy,dense_multiline_copy,"tight shelf-level crop of a hotel wayfinding directory at a trade show booth, the primary readable text says ""Section F Fragile Glass"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210067,main
main_text_heavy_068,text-heavy,stacked_wayfinding,"slightly angled close-up of a corner cafe menu board beside a sunlit storefront window, the primary readable text says ""Section F Lot 24A"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210068,main
main_text_heavy_069,text-heavy,packaging_microtype,"overhead flat-lay framing of a shipping carton label inside a quiet hotel lobby, the primary readable text says ""Harbor Line No Flash"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210069,main
main_text_heavy_070,text-heavy,menu_tabular_text,"eye-level product shot of a pharmacy shelf label strip in a fluorescent station concourse, the primary readable text says ""Harbor Line Reserved Seating"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210070,main
main_text_heavy_071,text-heavy,screen_text_glare,"front-facing documentary crop of a tea package front panel mounted on brushed steel, the primary readable text says ""Clinic Window Handle With Care"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210071,main
main_text_heavy_072,text-heavy,condensed_lettering,"clean kiosk photo of a bakery price card wall on a warehouse shelf, the primary readable text says ""Clinic Window East Entrance"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210072,main
main_text_heavy_073,text-heavy,dense_multiline_copy,"centered poster composition of a transit departure board on a matte paper poster, the primary readable text says ""Parcel Bay 06:45"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210073,main
main_text_heavy_074,text-heavy,stacked_wayfinding,"rectified signage capture of a stadium entrance banner under warm cafe lighting, the primary readable text says ""Parcel Bay Counter Service"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210074,main
main_text_heavy_075,text-heavy,packaging_microtype,"tight shelf-level crop of a museum exhibit placard at a trade show booth, the primary readable text says ""Parcel Bay Batch 17"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210075,main
main_text_heavy_076,text-heavy,menu_tabular_text,"slightly angled close-up of a conference schedule screen beside a sunlit storefront window, the primary readable text says ""Quiet Study Tickets Here"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210076,main
main_text_heavy_077,text-heavy,screen_text_glare,"overhead flat-lay framing of a bookstore display sign inside a quiet hotel lobby, the primary readable text says ""Quiet Study Final Call"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210077,main
main_text_heavy_078,text-heavy,condensed_lettering,"eye-level product shot of a hardware aisle instruction label in a fluorescent station concourse, the primary readable text says ""North Pier Open Daily"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210078,main
main_text_heavy_079,text-heavy,dense_multiline_copy,"front-facing documentary crop of a hotel wayfinding directory mounted on brushed steel, the primary readable text says ""North Pier Fragile Glass"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210079,main
main_text_heavy_080,text-heavy,stacked_wayfinding,"clean kiosk photo of a corner cafe menu board on a warehouse shelf, the primary readable text says ""North Pier Lot 24A"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210080,main
main_text_heavy_081,text-heavy,packaging_microtype,"centered poster composition of a shipping carton label on a matte paper poster, the primary readable text says ""Gate B12 No Flash"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210081,main
main_text_heavy_082,text-heavy,menu_tabular_text,"rectified signage capture of a pharmacy shelf label strip under warm cafe lighting, the primary readable text says ""Gate B12 Reserved Seating"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210082,main
main_text_heavy_083,text-heavy,screen_text_glare,"tight shelf-level crop of a tea package front panel at a trade show booth, the primary readable text says ""Fresh Soba Handle With Care"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210083,main
main_text_heavy_084,text-heavy,condensed_lettering,"slightly angled close-up of a bakery price card wall beside a sunlit storefront window, the primary readable text says ""Fresh Soba East Entrance"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210084,main
main_text_heavy_085,text-heavy,dense_multiline_copy,"overhead flat-lay framing of a transit departure board inside a quiet hotel lobby, the primary readable text says ""Exhibit Hall 06:45"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210085,main
main_text_heavy_086,text-heavy,stacked_wayfinding,"eye-level product shot of a stadium entrance banner in a fluorescent station concourse, the primary readable text says ""Exhibit Hall Counter Service"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210086,main
main_text_heavy_087,text-heavy,packaging_microtype,"front-facing documentary crop of a museum exhibit placard mounted on brushed steel, the primary readable text says ""Exhibit Hall Batch 17"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210087,main
main_text_heavy_088,text-heavy,menu_tabular_text,"clean kiosk photo of a conference schedule screen on a warehouse shelf, the primary readable text says ""Seat Row C Tickets Here"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210088,main
main_text_heavy_089,text-heavy,screen_text_glare,"centered poster composition of a bookstore display sign on a matte paper poster, the primary readable text says ""Seat Row C Final Call"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210089,main
main_text_heavy_090,text-heavy,condensed_lettering,"rectified signage capture of a hardware aisle instruction label under warm cafe lighting, the primary readable text says ""Track 4 Open Daily"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210090,main
main_text_heavy_091,text-heavy,dense_multiline_copy,"tight shelf-level crop of a hotel wayfinding directory at a trade show booth, the primary readable text says ""Track 4 Fragile Glass"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210091,main
main_text_heavy_092,text-heavy,stacked_wayfinding,"slightly angled close-up of a corner cafe menu board beside a sunlit storefront window, the primary readable text says ""Track 4 Lot 24A"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210092,main
main_text_heavy_093,text-heavy,packaging_microtype,"overhead flat-lay framing of a shipping carton label inside a quiet hotel lobby, the primary readable text says ""Repair Desk No Flash"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",210093,main
