prompt_id,category,stress_type,prompt,negative_prompt,seed,split
kill_text_heavy_011,text-heavy,screen_text_glare,"tight shelf-level crop of a tea package front panel at a trade show booth, the primary readable text says ""Seat Row C Handle With Care"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110011,kill
kill_text_heavy_012,text-heavy,condensed_lettering,"slightly angled close-up of a bakery price card wall beside a sunlit storefront window, the primary readable text says ""Seat Row C East Entrance"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110012,kill
kill_text_heavy_013,text-heavy,dense_multiline_copy,"overhead flat-lay framing of a transit departure board inside a quiet hotel lobby, the primary readable text says ""Track 4 06:45"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110013,kill
kill_text_heavy_014,text-heavy,stacked_wayfinding,"eye-level product shot of a stadium entrance banner in a fluorescent station concourse, the primary readable text says ""Track 4 Counter Service"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110014,kill
kill_text_heavy_015,text-heavy,packaging_microtype,"front-facing documentary crop of a museum exhibit placard mounted on brushed steel, the primary readable text says ""Track 4 Batch 17"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110015,kill
kill_text_heavy_016,text-heavy,menu_tabular_text,"clean kiosk photo of a conference schedule screen on a warehouse shelf, the primary readable text says ""Repair Desk Tickets Here"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110016,kill
kill_text_heavy_017,text-heavy,screen_text_glare,"centered poster composition of a bookstore display sign on a matte paper poster, the primary readable text says ""Repair Desk Final Call"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110017,kill
kill_text_heavy_018,text-heavy,condensed_lettering,"rectified signage capture of a hardware aisle instruction label under warm cafe lighting, the primary readable text says ""Studio Nine Open Daily"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110018,kill
kill_text_heavy_019,text-heavy,dense_multiline_copy,"tight shelf-level crop of a hotel wayfinding directory at a trade show booth, the primary readable text says ""Studio Nine Fragile Glass"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110019,kill
kill_text_heavy_020,text-heavy,stacked_wayfinding,"slightly angled close-up of a corner cafe menu board beside a sunlit storefront window, the primary readable text says ""Studio Nine Lot 24A"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110020,kill
kill_text_heavy_021,text-heavy,packaging_microtype,"overhead flat-lay framing of a shipping carton label inside a quiet hotel lobby, the primary readable text says ""Section F No Flash"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110021,kill
kill_text_heavy_022,text-heavy,menu_tabular_text,"eye-level product shot of a pharmacy shelf label strip in a fluorescent station concourse, the primary readable text says ""Section F Reserved Seating"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110022,kill
kill_text_heavy_023,text-heavy,screen_text_glare,"front-facing documentary crop of a tea package front panel mounted on brushed steel, the primary readable text says ""Harbor Line Handle With Care"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110023,kill
kill_text_heavy_024,text-heavy,condensed_lettering,"clean kiosk photo of a bakery price card wall on a warehouse shelf, the primary readable text says ""Harbor Line East Entrance"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110024,kill
kill_text_heavy_025,text-heavy,dense_multiline_copy,"centered poster composition of a transit departure board on a matte paper poster, the primary readable text says ""Clinic Window 06:45"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110025,kill
kill_text_heavy_026,text-heavy,stacked_wayfinding,"rectified signage capture of a stadium entrance banner under warm cafe lighting, the primary readable text says ""Clinic Window Counter Service"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110026,kill
kill_text_heavy_027,text-heavy,packaging_microtype,"tight shelf-level crop of a museum exhibit placard at a trade show booth, the primary readable text says ""Clinic Window Batch 17"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110027,kill
kill_text_heavy_028,text-heavy,menu_tabular_text,"slightly angled close-up of a conference schedule screen beside a sunlit storefront window, the primary readable text says ""Parcel Bay Tickets Here"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110028,kill
kill_text_heavy_029,text-heavy,screen_text_glare,"overhead flat-lay framing of a bookstore display sign inside a quiet hotel lobby, the primary readable text says ""Parcel Bay Final Call"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110029,kill
kill_text_heavy_030,text-heavy,condensed_lettering,"eye-level product shot of a hardware aisle instruction label in a fluorescent station concourse, the primary readable text says ""Quiet Study Open Daily"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110030,kill
kill_text_heavy_031,text-heavy,dense_multiline_copy,"front-facing documentary crop of a hotel wayfinding directory mounted on brushed steel, the primary readable text says ""Quiet Study Fragile Glass"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110031,kill
kill_text_heavy_032,text-heavy,stacked_wayfinding,"clean kiosk photo of a corner cafe menu board on a warehouse shelf, the primary readable text says ""Quiet Study Lot 24A"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110032,kill
kill_text_heavy_033,text-heavy,packaging_microtype,"centered poster composition of a shipping carton label on a matte paper poster, the primary readable text says ""North Pier No Flash"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110033,kill
kill_text_heavy_034,text-heavy,menu_tabular_text,"rectified signage capture of a pharmacy shelf label strip under warm cafe lighting, the primary readable text says ""North Pier Reserved Seating"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110034,kill
kill_text_heavy_035,text-heavy,screen_text_glare,"tight shelf-level crop of a tea package front panel at a trade show booth, the primary readable text says ""Gate B12 Handle With Care"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110035,kill
kill_text_heavy_036,text-heavy,condensed_lettering,"slightly angled close-up of a bakery price card wall beside a sunlit storefront window, the primary readable text says ""Gate B12 East Entrance"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110036,kill
kill_text_heavy_037,text-heavy,dense_multiline_copy,"overhead flat-lay framing of a transit departure board inside a quiet hotel lobby, the primary readable text says ""Fresh Soba 06:45"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110037,kill
kill_text_heavy_038,text-heavy,stacked_wayfinding,"eye-level product shot of a stadium entrance banner in a fluorescent station concourse, the primary readable text says ""Fresh Soba Counter Service"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110038,kill
kill_text_heavy_039,text-heavy,packaging_microtype,"front-facing documentary crop of a museum exhibit placard mounted on brushed steel, the primary readable text says ""Fresh Soba Batch 17"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110039,kill
kill_text_heavy_040,text-heavy,menu_tabular_text,"clean kiosk photo of a conference schedule screen on a warehouse shelf, the primary readable text says ""Exhibit Hall Tickets Here"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110040,kill
kill_text_heavy_041,text-heavy,screen_text_glare,"centered poster composition of a bookstore display sign on a matte paper poster, the primary readable text says ""Exhibit Hall Final Call"", clear punctuation and separators, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110041,kill
kill_text_heavy_042,text-heavy,condensed_lettering,"rectified signage capture of a hardware aisle instruction label under warm cafe lighting, the primary readable text says ""Seat Row C Open Daily"", mixed uppercase and numerals, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110042,kill
kill_text_heavy_043,text-heavy,dense_multiline_copy,"tight shelf-level crop of a hotel wayfinding directory at a trade show booth, the primary readable text says ""Seat Row C Fragile Glass"", small secondary copy under the headline, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110043,kill
kill_text_heavy_044,text-heavy,stacked_wayfinding,"slightly angled close-up of a corner cafe menu board beside a sunlit storefront window, the primary readable text says ""Seat Row C Lot 24A"", sharp kerning and even line spacing, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110044,kill
kill_text_heavy_045,text-heavy,packaging_microtype,"overhead flat-lay framing of a shipping carton label inside a quiet hotel lobby, the primary readable text says ""Track 4 No Flash"", minimal background distraction, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110045,kill
kill_text_heavy_046,text-heavy,menu_tabular_text,"eye-level product shot of a pharmacy shelf label strip in a fluorescent station concourse, the primary readable text says ""Track 4 Reserved Seating"", crisp printed texture, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110046,kill
kill_text_heavy_047,text-heavy,screen_text_glare,"front-facing documentary crop of a tea package front panel mounted on brushed steel, the primary readable text says ""Repair Desk Handle With Care"", a dense but readable layout, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110047,kill
kill_text_heavy_048,text-heavy,condensed_lettering,"clean kiosk photo of a bakery price card wall on a warehouse shelf, the primary readable text says ""Repair Desk East Entrance"", thin divider rules between lines, realistic print texture, 1024x1024 composition.","blurry text, illegible letters, warped glyphs, extra characters, watermark, heavy noise, oversmoothing",110048,kill
kill_thin_boundary_001,thin-boundary,glass_rim,"macro close-up of a wine glass rim against pale gray paper, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111001,kill
kill_thin_boundary_002,thin-boundary,wire_mesh,"side-lit detail study of a wine glass rim with rainy street bokeh behind it, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111002,kill
kill_thin_boundary_003,thin-boundary,lace_edge,"backlit profile crop of a wine glass rim beside a foggy window, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111003,kill
kill_thin_boundary_004,thin-boundary,reflective_trim,"tight tabletop shot of a wine glass rim over a dark wooden table, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111004,kill
kill_thin_boundary_005,thin-boundary,branch_silhouette,"overhead still-life crop of a wine glass rim against a soft blue studio sweep, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111005,kill
kill_thin_boundary_006,thin-boundary,transparent_rib,"shallow-focus field photo of a wine glass rim in cool overcast daylight, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111006,kill
kill_thin_boundary_007,thin-boundary,glass_rim,"studio silhouette capture of a wine glass rim against black velvet, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111007,kill
kill_thin_boundary_008,thin-boundary,wire_mesh,"macro close-up of a dragonfly wing lattice against pale gray paper, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111008,kill
kill_thin_boundary_009,thin-boundary,lace_edge,"side-lit detail study of a dragonfly wing lattice with rainy street bokeh behind it, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111009,kill
kill_thin_boundary_010,thin-boundary,reflective_trim,"backlit profile crop of a dragonfly wing lattice beside a foggy window, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111010,kill
kill_thin_boundary_011,thin-boundary,branch_silhouette,"tight tabletop shot of a dragonfly wing lattice over a dark wooden table, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111011,kill
kill_thin_boundary_012,thin-boundary,transparent_rib,"overhead still-life crop of a dragonfly wing lattice against a soft blue studio sweep, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111012,kill
kill_thin_boundary_013,thin-boundary,glass_rim,"shallow-focus field photo of a dragonfly wing lattice against warm candlelit darkness, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111013,kill
kill_thin_boundary_014,thin-boundary,wire_mesh,"studio silhouette capture of a dragonfly wing lattice against black velvet, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111014,kill
kill_thin_boundary_015,thin-boundary,lace_edge,"macro close-up of silver bicycle spokes against pale gray paper, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111015,kill
kill_thin_boundary_016,thin-boundary,reflective_trim,"side-lit detail study of silver bicycle spokes with rainy street bokeh behind it, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111016,kill
kill_thin_boundary_017,thin-boundary,branch_silhouette,"backlit profile crop of silver bicycle spokes beside a foggy window, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111017,kill
kill_thin_boundary_018,thin-boundary,transparent_rib,"tight tabletop shot of silver bicycle spokes over a dark wooden table, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111018,kill
kill_thin_boundary_019,thin-boundary,glass_rim,"overhead still-life crop of silver bicycle spokes against a soft blue studio sweep, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111019,kill
kill_thin_boundary_020,thin-boundary,wire_mesh,"shallow-focus field photo of silver bicycle spokes against warm candlelit darkness, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111020,kill
kill_thin_boundary_021,thin-boundary,lace_edge,"museum-display close-up of silver bicycle spokes in cool overcast daylight, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111021,kill
kill_thin_boundary_022,thin-boundary,reflective_trim,"macro close-up of a lace wedding veil edge against pale gray paper, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111022,kill
kill_thin_boundary_023,thin-boundary,branch_silhouette,"side-lit detail study of a lace wedding veil edge with rainy street bokeh behind it, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111023,kill
kill_thin_boundary_024,thin-boundary,transparent_rib,"backlit profile crop of a lace wedding veil edge beside a foggy window, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111024,kill
kill_thin_boundary_025,thin-boundary,glass_rim,"tight tabletop shot of a lace wedding veil edge over a dark wooden table, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111025,kill
kill_thin_boundary_026,thin-boundary,wire_mesh,"overhead still-life crop of a lace wedding veil edge against a soft blue studio sweep, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111026,kill
kill_thin_boundary_027,thin-boundary,lace_edge,"shallow-focus field photo of a lace wedding veil edge against warm candlelit darkness, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111027,kill
kill_thin_boundary_028,thin-boundary,reflective_trim,"museum-display close-up of a lace wedding veil edge in cool overcast daylight, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111028,kill
kill_thin_boundary_029,thin-boundary,branch_silhouette,"macro close-up of clear umbrella ribs against black velvet, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111029,kill
kill_thin_boundary_030,thin-boundary,transparent_rib,"side-lit detail study of clear umbrella ribs with rainy street bokeh behind it, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111030,kill
kill_thin_boundary_031,thin-boundary,glass_rim,"backlit profile crop of clear umbrella ribs beside a foggy window, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111031,kill
kill_thin_boundary_032,thin-boundary,wire_mesh,"tight tabletop shot of clear umbrella ribs over a dark wooden table, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111032,kill
kill_thin_boundary_033,thin-boundary,lace_edge,"overhead still-life crop of clear umbrella ribs against a soft blue studio sweep, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111033,kill
kill_thin_boundary_034,thin-boundary,reflective_trim,"shallow-focus field photo of clear umbrella ribs against warm candlelit darkness, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111034,kill
kill_thin_boundary_035,thin-boundary,branch_silhouette,"museum-display close-up of clear umbrella ribs in cool overcast daylight, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111035,kill
kill_thin_boundary_036,thin-boundary,transparent_rib,"macro close-up of violin strings over dark wood against black velvet, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111036,kill
kill_thin_boundary_037,thin-boundary,glass_rim,"side-lit detail study of violin strings over dark wood against pale gray paper, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111037,kill
kill_thin_boundary_038,thin-boundary,wire_mesh,"backlit profile crop of violin strings over dark wood beside a foggy window, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111038,kill
kill_thin_boundary_039,thin-boundary,lace_edge,"tight tabletop shot of violin strings over dark wood over a dark wooden table, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111039,kill
kill_thin_boundary_040,thin-boundary,reflective_trim,"overhead still-life crop of violin strings over dark wood against a soft blue studio sweep, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111040,kill
kill_thin_boundary_041,thin-boundary,branch_silhouette,"shallow-focus field photo of violin strings over dark wood against warm candlelit darkness, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111041,kill
kill_thin_boundary_042,thin-boundary,transparent_rib,"museum-display close-up of violin strings over dark wood in cool overcast daylight, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111042,kill
kill_thin_boundary_043,thin-boundary,glass_rim,"macro close-up of a porcelain teacup with gold trim against black velvet, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111043,kill
kill_thin_boundary_044,thin-boundary,wire_mesh,"side-lit detail study of a porcelain teacup with gold trim against pale gray paper, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111044,kill
kill_thin_boundary_045,thin-boundary,lace_edge,"backlit profile crop of a porcelain teacup with gold trim with rainy street bokeh behind it, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111045,kill
kill_thin_boundary_046,thin-boundary,reflective_trim,"tight tabletop shot of a porcelain teacup with gold trim over a dark wooden table, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111046,kill
kill_thin_boundary_047,thin-boundary,branch_silhouette,"overhead still-life crop of a porcelain teacup with gold trim against a soft blue studio sweep, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111047,kill
kill_thin_boundary_048,thin-boundary,transparent_rib,"shallow-focus field photo of a porcelain teacup with gold trim against warm candlelit darkness, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",111048,kill
